ID,CONTEXT,LABEL
204,"越来越相信相由心生了我老婆从起床就跟打了鸡血一样不停抖包袱	。我装听不见，打哈欠，骂街都阻止不了她的幽默。",3
205,"我说恐怕要把“中间的都不算”这句话删去，因为这是一句“挡包袱	”（妨碍观众大笑）的话。",3
206,"风雨袭来，你准备好了没有？这有点像相声中的“抖包袱	”，先是不动声色的平铺直叙，到一个关口突然点出玄机。",3
207,作品利用这位藏族妇女汉语表达不清的特点，抖出了一连串的“包袱”，使观众在笑声里感受到藏族人民对解放军的爱戴和信任。,3
208,"著名相声演员姜昆和郑健搭档，不断甩出“包袱	”，引得全场观众前仰后合、开怀大笑；",3
209,"注重社会责任的相声要把包袱抖响，不然就失去了听众；	包袱	抖得响的相声，还要看抖得高级不高级，不然恐怕真的会沦为“下三滥…",3
210,"以一当十，小中见大，铺垫后的“包袱	”抖得要脆要响，要含蓄隽永，令人长久回味。",3
211,"随着一个个“包袱	”抖落，人物形象显得更丰满、更生动，“不美之处最美”是夏雨田的独特风格。",3
212,"把观众的情绪推向高潮，你听那高亢的声音、醇厚的韵味，一个个甩得又脆又响的“包袱	”，不时叩击着观众的心扉，引发出全场雷鸣般的笑声。",3
213,"而电视喜剧是综合艺术，那些局部的小精彩、小幽默和“抖包袱	”，不足以支撑起像《刘老根》这样一部长达18集的大戏，没有好看的故事，缺少喜剧应有的冲突",3
214,"森迎柏口中的“包袱	”，乃是在荆州刘表去世，继位的公子刘琮又投降以后，情愿离乡背井，跟着刘备一行人往南撤退",3
215,"我认为要尊重相声的创作规律，只有思想主题没有“包袱	”，那不是相声，充其量是“对口词”。",3
216,"逗通常是主角，负责把笑话本身说出来，术语称为“装包袱	”；捧的工作为衬托气氛，除了在逗的表演出现缺口时，以“喔！",3
217,"母亲依然是坐在织机旁，依然是一梭一梭地织布，依然是与沉重的织机声相伴，依然是送包袱	……戏剧最怕场景与动作的重复，而郎咸芬的表演抓人，让人动情，于重复之中有变化，于重复之",3
218,"有些共同的风格，夸张滑稽的形体、匪夷所思的想像、紧凑生动的情节、捧腹大笑的喜剧包袱	……还别说，全世界人民都好这一口。",3
219,"，并不喊冤，口里依旧念着三块、六块、五块……仿佛要强迫自己记住，类似笑话里的“包袱	、雨伞、我”。",3
220,"许多戏曲剧团只注意了翻箱底、抖	包袱	，把许多有毒素的东西也原封不动的搬上舞台，而很少注意整理、加工。",3
221,"有的影片把重要的环节包藏起来，先是旁敲侧击，然后才“抖	包袱	”，如《钢丝网水泥农船》中密封舱的处理；有的影片则是按照事物本…",3
222,"打清末到现在一百多年，这么多老先生，把中国语言里边能够构成	包袱	笑料的技巧都提炼出来摆在这儿了。",3
223,"一个接一个的小段子，	包袱	不断，观众的情绪高涨到了顶点。时至子夜，不但没什么人退场，反而…",3
224,"流相声演员很在乎的评级、评奖而言，郭德纲自己的标语是：严禁	包袱	不响。如果今天台下的观众不笑，那很可能明天就没有饭吃了。",3
225,"观众仍然听得津津有味，耐心地等，知道最后准有意想不到的	包袱	。一方面是天津观众非常幽默，不喜欢听浅显的，喜欢耐人寻味的段子。",3
226,"...正懂了什么叫“把点开活”——面对不同类型的观众，要拿出不同的	包袱	和作品。这是有讲究的。没经验的时候，我上台就演，结果发现包袱不…",3
227,"...严丝合缝。现在有些演员创作时，会“预设”观众说什么，演员推进	包袱	的主动性没了，我认为这对相声演员的成长不是很好。",3
228,"...包袱和作品。这是有讲究的。没经验的时候，我上台就演，结果发现	包袱	不响、观众“听不懂”。现在呢，我会对观众有个预判，演完了根据反…",3
229,"...杂学唱》等经典段子拿出来，一点点研究：哪段好笑，怎么换气口，	包袱	怎么垫……这些传统相声技巧性很强，把它们吃透了，就有了点基础。",3
230,"...一时，终将陷入沉寂。我父亲晚年时，经常在台上说了十多分钟没使	包袱	，观众仍然听得津津有味，耐心地等，知道最后准有意想不到的包袱。…",3
231,"...美感。”他多次告诫我，说相声是有底线的，绝不能拿观众找乐子，	包袱	要谑而不虐，格调低下的不要说，因为说完你自己就成了段子里那个俗…",3
232,"...活力。马氏相声被大家推崇，得益于贴近生活，人物刻画细腻生动。	包袱	笑料的特点讲究意料之外、情理之中，马氏相声往往是直接从生活点滴…",3
233,"	...，接地气，要把观众留住，必须研究观众的心理。如果仅仅是简单的	包袱	堆砌，这样的艺术是纯粹的机巧，难以真正触碰观众的心灵。没有共鸣…",3
234,"...包袱和作品。这是有讲究的。没经验的时候，我上台就演，结果发现	包袱	不响、观众“听不懂”。现在呢，我会对观众有个预判，演完了根据反…",3
235,"...就有一个笑料。相声演员可以看、可以学，但不能照搬。你讲了9个	包袱	，都不错，但第十个是抄的，观众会立刻觉得，你的相声是重复别人的…",3
236,"...中途休息，大伙儿就坐在阴凉地儿等候，“现在，我趁机讲段子、抖	包袱	，气氛活跃了，游客热情高涨。”",3
237,"...关系，演员预设包袱、抖包袱，观众笑起来，演员再根据笑声接着抖	包袱	，把情节不断推进。所以，喜剧是创作者和接收者双方互动融合达成的…",3
238,"...声大笑。但如果在剧场看喜剧，会感到严肃而笑不出来。当一个喜剧	包袱	出现，观众首先左看右看，观察别人笑没笑，整个剧场好像被一根绳子…",3
239,"...哈哈哈”的笑声，众人才放心地笑起来。由此可见，喜剧人要设计好	包袱	，把握好尺度和节奏，带着观众养成笑的习惯。",3
240,"...结构和讲故事，仅仅用无厘头来解决故事中的矛盾冲突，想着怎样抓	包袱	“挠人痒痒”惹人笑，这就会成为问题。创造笑声是创作者的出发点，…",3
241,"...问题。创造笑声是创作者的出发点，但不是创作的手段。眼里只有“	包袱	”，不去好好地结构故事，我觉得是本末倒置，也导致演员表演上的急…",3
242,"　喜剧是制造笑声的艺术，价值观上立得住的“	包袱	”才留得下、传得远。《金牌喜剧班》集中表达人们对美好和幸福的追…",3
243,"...底蕴等仍是制约喜剧发展的重要因素。低俗矫揉的桥段、千篇一律的	包袱	，不可能赢得观众的心。面向时代、面向生活、面向大众，才能激发优…",3
244,"...统文化，我到台湾一点陌生感都没有，有很多我认为可能听不懂的“	包袱	”，他们竟然全都懂，而且观众和演员之间有种很自然的默契和亲近感…",3
245,"一个自认为会抖包袱的人，已早就被社会当“	包袱	”给抖掉了！他还一个劲的在乱抖！都这年纪了，您老不怕抖散架？呵…",3
246,"	...作者闻华舰在谈到自己的微博写作感受时认为，微博小说每节都要有	包袱	、有完整的叙事点；故事情节最好能够围绕微博发展，比如小说里有微…",3
247,"让人买账得“活儿”好，在相声里，关键看	包袱	抖得好不好，能不能让人笑。对此，郭德纲曾发表言论说：“相声就是…",3
248,"...我只管搞笑。”他暗地嘲笑某些人注重相声的道德内涵，却抖不响“	包袱	”，并颇以“搞笑”能力而自信满满。这里的关键在于，他不但将自己…",3
249,"...境是相同的。在文艺形式更加多样、娱乐手段无处不在的今天，要想	包袱	个个抖得响，受到大众持续不断的掌声，已经越来越难。市场中的相声…",3
250,"...段。他们的段子不挠人痒痒却令人捧腹，不事道德说教却令人觉悟，	包袱	里浓缩着精妙的智慧和想象力。要我说，这就是高级的相声，有“范儿…",3
,,
,,
